group	x	y	clickSelects
5137	-599572800	27.1	915170
5137	-596894400	26.6	915170
5137	-594475200	26.3	915170
5137	-591796800	26.6	915170
5137	-589204800	26.4	915170
5137	-586526400	26.6	915170
5137	-583934400	25.9	915170
5137	-581256000	26.2	915170
5137	-578577600	26.4	915170
5137	-575985600	26.7	915170
5137	-573307200	27.1	915170
5137	-570715200	27.1	915170
5137	-568036800	27.1	915170
5137	-565358400	27.2	915170
5137	-562852800	26.8	915170
5137	-560174400	26.4	915170
5137	-557582400	26.9	915170
5137	-554904000	26.4	915170
5137	-552312000	26.2	915170
5137	-549633600	26.4	915170
5137	-546955200	26.4	915170
5137	-544363200	26.5	915170
5137	-541684800	26.3	915170
5137	-539092800	26.6	915170
5137	-536414400	26.9	915170
5137	-533736000	26.7	915170
5137	-531316800	26.3	915170
5137	-528638400	26.1	915170
5137	-526046400	25.8	915170
5137	-523368000	26.2	915170
5137	-520776000	25.7	915170
5137	-518097600	25.7	915170
5137	-515419200	26.1	915170
5137	-512827200	26.5	915170
5137	-510148800	26.8	915170
5137	-507556800	26.7	915170
5137	-504878400	26.7	915170
5137	-502200000	26.4	915170
5137	-499780800	26.7	915170
5137	-497102400	26.8	915170
5137	-494510400	26.8	915170
5137	-491832000	26.4	915170
5137	-489240000	26.4	915170
5137	-486561600	26.3	915170
5137	-483883200	26.7	915170
5137	-481291200	26.7	915170
5137	-478612800	26.6	915170
5137	-476020800	26.7	915170
5137	-473342400	26.9	915170
5137	-470664000	26.9	915170
5137	-468244800	26.1	915170
5137	-465566400	26.7	915170
5137	-462974400	26.7	915170
5137	-460296000	26.3	915170
5137	-457704000	26.2	915170
5137	-455025600	26.2	915170
5137	-452347200	25.9	915170
5137	-449755200	26.7	915170
5137	-447076800	26.4	915170
5137	-444484800	26	915170
5137	-441806400	26.2	915170
5137	-439128000	26.3	915170
5137	-436622400	26.1	915170
5137	-433944000	26.6	915170
5137	-431352000	27.1	915170
5137	-428673600	26.7	915170
5137	-426081600	26.6	915170
5137	-423403200	26.8	915170
5137	-420724800	27.1	915170
5137	-418132800	27.2	915170
5137	-415454400	26.9	915170
5137	-412862400	26.9	915170
5137	-410184000	26.8	915170
5137	-407505600	26.2	915170
5137	-405086400	26.3	915170
5137	-402408000	26.8	915170
5137	-399816000	26.4	915170
5137	-397137600	26	915170
5137	-394545600	26.2	915170
5137	-391867200	26.4	915170
5137	-389188800	26.4	915170
5137	-386596800	26.6	915170
5137	-383918400	26.7	915170
5137	-381326400	26.9	915170
5137	-378648000	27.1	915170
5137	-375969600	27.3	915170
5137	-373550400	27.2	915170
5137	-370872000	26.8	915170
5137	-368280000	26.9	915170
5137	-365601600	26.2	915170
5137	-363009600	26.1	915170
5137	-360331200	26.4	915170
5137	-357652800	27	915170
5137	-355060800	27.1	915170
5137	-352382400	26.8	915170
5137	-349790400	26.6	915170
5137	-347112000	26.9	915170
5137	-344433600	26.8	915170
5137	-342014400	26.8	915170
5137	-339336000	26.8	915170
5137	-336744000	26.8	915170
5137	-334065600	26.4	915170
5137	-331473600	26.1	915170
5137	-328795200	25.8	915170
5137	-326116800	25.8	915170
5137	-323524800	26.7	915170
5137	-320846400	26.7	915170
5137	-318254400	26.9	915170
5137	-315576000	26.9	915170
5137	-312897600	26.4	915170
5137	-310392000	26.2	915170
5137	-307713600	26.4	915170
5137	-305121600	27.1	915170
5137	-302443200	26.8	915170
5137	-299851200	26.1	915170
5137	-297172800	26.4	915170
5137	-294494400	26.8	915170
5137	-291902400	26.5	915170
5137	-289224000	27.3	915170
5137	-286632000	27.1	915170
5137	-283953600	27.1	915170
5137	-281275200	27.1	915170
5137	-278856000	26.8	915170
5137	-276177600	26.9	915170
5137	-273585600	26.9	915170
5137	-270907200	26.6	915170
5137	-268315200	25.9	915170
5137	-265636800	26.4	915170
5137	-262958400	26.3	915170
5137	-260366400	26.4	915170
5137	-257688000	26.4	915170
5137	-255096000	26.9	915170
5137	-252417600	27.1	915170
5137	-249739200	26.7	915170
5137	-247320000	26.8	915170
5137	-244641600	26.5	915170
5137	-242049600	26.5	915170
5137	-239371200	26.1	915170
5137	-236779200	26.4	915170
5137	-234100800	26.3	915170
5137	-231422400	26.6	915170
5137	-228830400	26.9	915170
5137	-226152000	26.5	915170
5137	-223560000	26.5	915170
5137	-220881600	26.8	915170
5137	-218203200	26.6	915170
5137	-215784000	26.5	915170
5137	-213105600	26.6	915170
5137	-210513600	26.6	915170
5137	-207835200	26.8	915170
5137	-205243200	26	915170
5137	-202564800	26.4	915170
5137	-199886400	26.2	915170
5137	-197294400	26	915170
5137	-194616000	26.2	915170
5137	-192024000	26.6	915170
5137	-189345600	26.8	915170
5137	-186667200	27	915170
5137	-184161600	26.9	915170
5137	-181483200	26.8	915170
5137	-178891200	26.8	915170
5137	-176212800	26.3	915170
5137	-173620800	26.2	915170
5137	-170942400	26.2	915170
5137	-168264000	26.8	915170
5137	-165672000	26.8	915170
5137	-162993600	26.5	915170
5137	-160401600	26.4	915170
5137	-157723200	26.4	915170
5137	-155044800	26.7	915170
5137	-152625600	26.3	915170
5137	-149947200	26.3	915170
5137	-147355200	26.1	915170
5137	-144676800	25.5	915170
5137	-142084800	25.1	915170
5137	-139406400	25.2	915170
5137	-136728000	26.1	915170
5137	-134136000	26.1	915170
5137	-131457600	26.1	915170
5137	-128865600	26.7	915170
5137	-126187200	26.7	915170
5137	-123508800	27.1	915170
5137	-121089600	26.6	915170
5137	-118411200	26.7	915170
5137	-115819200	26.5	915170
5137	-113140800	26.4	915170
5137	-110548800	26.2	915170
5137	-107870400	26.5	915170
5137	-105192000	26.6	915170
5137	-102600000	26.8	915170
5137	-99921600	26.4	915170
5137	-97329600	26.5	915170
5137	-94651200	26.4	915170
5137	-91972800	26.3	915170
5137	-89553600	26.3	915170
5137	-86875200	26.5	915170
5137	-84283200	26.7	915170
5137	-81604800	26.6	915170
5137	-79012800	26.2	915170
5137	-76334400	26.1	915170
5137	-73656000	26.4	915170
5137	-71064000	26.1	915170
5137	-68385600	26.2	915170
5137	-65793600	27	915170
5137	-63115200	26.8	915170
5137	-60436800	26.5	915170
5137	-57931200	26.6	915170
5137	-55252800	26.2	915170
5137	-52660800	26.8	915170
5137	-49982400	26.5	915170
5137	-47390400	25.8	915170
5137	-44712000	26	915170
5137	-42033600	26.2	915170
5137	-39441600	26.6	915170
5137	-36763200	26.7	915170
5137	-34171200	26.7	915170
5137	-31492800	26.8	915170
5137	-28814400	26.8	915170
5137	-26395200	27	915170
5137	-23716800	27.3	915170
5137	-21124800	27.3	915170
5137	-18446400	26.7	915170
5137	-15854400	26.3	915170
5137	-13176000	26.2	915170
5137	-10497600	26.6	915170
5137	-7905600	26.9	915170
5137	-5227200	27.1	915170
5137	-2635200	26.8	915170
5137	43200	27.3	915170
5137	2721600	26.9	915170
5137	5140800	27.1	915170
5137	7819200	26.5	915170
5137	10411200	26.8	915170
5137	13089600	26.4	915170
5137	15681600	26.3	915170
5137	18360000	26.6	915170
5137	21038400	26.4	915170
5137	23630400	26.5	915170
5137	26308800	26.6	915170
5137	28900800	26.7	915170
5137	31579200	26.6	915170
5137	34257600	26.7	915170
5137	36676800	26	915170
5137	39355200	26.5	915170
5137	41947200	26.6	915170
5137	44625600	26.3	915170
5137	47217600	26	915170
5137	49896000	26.3	915170
5137	52574400	26.6	915170
5137	55166400	26.5	915170
5137	57844800	26.8	915170
5137	60436800	26.5	915170
5137	63115200	26.2	915170
5137	65793600	26.9	915170
5137	68299200	26.6	915170
5137	70977600	26.7	915170
5137	73569600	26.7	915170
5137	76248000	26.1	915170
5137	78840000	25.8	915170
5137	81518400	25.3	915170
5137	84196800	26	915170
5137	86788800	26.4	915170
5137	89467200	27.3	915170
5137	92059200	27.2	915170
5137	94737600	27.5	915170
5137	97416000	27	915170
5137	99835200	27.7	915170
5137	102513600	27	915170
5137	105105600	26.6	915170
5137	107784000	27	915170
5137	110376000	26.2	915170
5137	113054400	26.5	915170
5137	115732800	26.9	915170
5137	118324800	26.8	915170
5137	121003200	26.9	915170
5137	123595200	26.8	915170
5137	126273600	26.4	915170
5137	128952000	26.3	915170
5137	131371200	27.2	915170
5137	134049600	25.6	915170
5137	136641600	26.7	915170
5137	139320000	26.7	915170
5137	141912000	26.7	915170
5137	144590400	26.6	915170
5137	147268800	26	915170
5137	149860800	26.5	915170
5137	152539200	26.6	915170
5137	155131200	26.2	915170
5137	157809600	26.5	915170
5137	160488000	26.3	915170
5137	162907200	26.3	915170
5137	165585600	26.5	915170
5137	168177600	26.5	915170
5137	170856000	25.9	915170
5137	173448000	25.5	915170
5137	176126400	25.7	915170
5137	178804800	25.8	915170
5137	181396800	26.3	915170
5137	184075200	26.2	915170
5137	186667200	26.3	915170
5137	189345600	26.4	915170
5137	192024000	25.8	915170
5137	194529600	26.2	915170
5137	197208000	26.3	915170
5137	199800000	26.4	915170
5137	202478400	25.9	915170
5137	205070400	25.9	915170
5137	207748800	25.5	915170
5137	210427200	25.6	915170
5137	213019200	26.5	915170
5137	215697600	26.7	915170
5137	218289600	26.7	915170
5137	220968000	26.8	915170
5137	223646400	27.1	915170
5137	226065600	26.5	915170
5137	228744000	26.8	915170
5137	231336000	26.3	915170
5137	234014400	26.1	915170
5137	236606400	26.1	915170
5137	239284800	26	915170
5137	241963200	25.9	915170
5137	244555200	26.2	915170
5137	247233600	26.3	915170
5137	249825600	26.9	915170
5137	252504000	27.1	915170
5137	255182400	26.7	915170
5137	257601600	27	915170
5137	260280000	26.5	915170
5137	262872000	26.8	915170
5137	265550400	26.3	915170
5137	268142400	25.6	915170
5137	270820800	26	915170
5137	273499200	26.1	915170
5137	276091200	26.1	915170
5137	278769600	26.8	915170
5137	281361600	26.7	915170
5137	284040000	26.8	915170
5137	286718400	26.6	915170
5137	289137600	26.9	915170
5137	291816000	27.1	915170
5137	294408000	26.8	915170
5137	297086400	26.7	915170
5137	299678400	26	915170
5137	302356800	26	915170
5137	305035200	26.4	915170
5137	307627200	27.4	915170
5137	310305600	26.8	915170
5137	312897600	26.5	915170
5137	315576000	26.9	915170
5137	318254400	26.8	915170
5137	320760000	26.4	915170
5137	323438400	27	915170
5137	326030400	26.7	915170
5137	328708800	26.1	915170
5137	331300800	26.2	915170
5137	333979200	26.1	915170
5137	336657600	26.2	915170
5137	339249600	26.3	915170
5137	341928000	26.7	915170
5137	344520000	27.4	915170
5137	347198400	27.2	915170
5137	349876800	26.9	915170
5137	352296000	26.8	915170
5137	354974400	26.9	915170
5137	357566400	26.8	915170
5137	360244800	26.5	915170
5137	362836800	26.3	915170
5137	365515200	26	915170
5137	368193600	26.5	915170
5137	370785600	26.9	915170
5137	373464000	27	915170
5137	376056000	27.3	915170
5137	378734400	27	915170
5137	381412800	26.6	915170
5137	383832000	26.9	915170
5137	386510400	26.7	915170
5137	389102400	26.9	915170
5137	391780800	26.2	915170
5137	394372800	25.3	915170
5137	397051200	25.5	915170
5137	399729600	25.6	915170
5137	402321600	25.3	915170
5137	4.05e+08	25.9	915170
5137	407592000	27.1	915170
5137	410270400	27.3	915170
5137	412948800	26.9	915170
5137	415368000	27	915170
5137	418046400	26.8	915170
5137	420638400	26.9	915170
5137	423316800	26.3	915170
5137	425908800	25.7	915170
5137	428587200	25.5	915170
5137	431265600	26.1	915170
5137	433857600	26.5	915170
5137	436536000	26.7	915170
5137	439128000	26.9	915170
5137	441806400	26.8	915170
5137	444484800	27.1	915170
5137	446990400	26.6	915170
5137	449668800	26.7	915170
5137	452260800	26.7	915170
5137	454939200	26.2	915170
5137	457531200	25.7	915170
5137	460209600	26	915170
5137	462888000	26.7	915170
5137	465480000	26.7	915170
5137	468158400	26.6	915170
5137	470750400	27	915170
5137	473428800	26.8	915170
5137	476107200	27.4	915170
5137	478526400	26.8	915170
5137	481204800	27.1	915170
5137	483796800	26.6	915170
5137	486475200	26.4	915170
5137	489067200	25.9	915170
5137	491745600	26.2	915170
5137	494424000	26.7	915170
5137	497016000	26.5	915170
5137	499694400	26.9	915170
5137	502286400	27.1	915170
5137	504964800	27.4	915170
5137	507643200	26.9	915170
5137	510062400	27.1	915170
5137	512740800	26.8	915170
5137	515332800	26.4	915170
5137	518011200	26.6	915170
5137	520603200	25.8	915170
5137	523281600	26.3	915170
5137	525960000	26.4	915170
5137	528552000	27	915170
5137	531230400	27.1	915170
9422	541598400	27.5	915170
9422	544276800	27.1	915170
9422	546868800	27.1	915170
9422	549547200	26.9	915170
9422	552139200	26.6	915170
9422	554817600	26.3	915170
9422	557496000	27.3	915170
9422	560088000	27.5	915170
9422	562766400	27.8	915170
9422	565358400	27.8	915170
9422	568036800	27.3	915170
9422	570715200	27.5	915170
9422	573220800	27.1	915170
9422	575899200	27.4	915170
9422	578491200	27.5	915170
9422	581169600	27.2	915170
9422	583761600	26.6	915170
9422	586440000	27.4	915170
9422	589118400	27	915170
9422	591710400	27	915170
9422	594388800	27	915170
9422	596980800	26.6	915170
9422	599659200	26.4	915170
9422	602337600	26.4	915170
9422	604756800	26.8	915170
9422	607435200	26.9	915170
9422	610027200	26.8	915170
9422	612705600	26.9	915170
9422	615297600	27.1	915170
9422	617976000	27.3	915170
9422	620654400	27.3	915170
9422	623246400	27.8	915170
9422	625924800	28.5	915170
9422	628516800	27.7	915170
9422	631195200	27.9	915170
9422	633873600	27.7	915170
9422	636292800	27.8	915170
9422	638971200	27.6	915170
9422	641563200	27.8	915170
9422	644241600	27.3	915170
9422	646833600	26.9	915170
9422	649512000	27.4	915170
9422	652190400	27.3	915170
9422	654782400	28.1	915170
9422	657460800	27.9	915170
9422	660052800	27.7	915170
