group	x	y	clickSelects
2209	-1167566400	27.4	632700
2209	-1164888000	27.6	632700
2209	-1162468800	27.9	632700
2209	-1159790400	28	632700
2209	-1157198400	25.7	632700
2223	-599572800	27.1	636240
2223	-596894400	29.9	636240
2223	-594475200	30.8	636240
2223	-591796800	28.8	636240
2223	-589204800	28.3	636240
2223	-586526400	27.8	636240
2223	-583934400	27.4	636240
2223	-581256000	27.9	636240
2223	-578577600	29	636240
2223	-575985600	28.9	636240
2223	-573307200	27.6	636240
2223	-570715200	27.5	636240
2223	-568036800	28.1	636240
2223	-565358400	29.6	636240
2223	-562852800	31.4	636240
2223	-560174400	30.2	636240
2223	-557582400	29.9	636240
2223	-554904000	29.1	636240
2223	-552312000	28.7	636240
2223	-549633600	28.2	636240
2223	-546955200	28.9	636240
2223	-544363200	28.4	636240
2223	-541684800	28.5	636240
2223	-539092800	28.8	636240
2223	-536414400	28.3	636240
2223	-533736000	29.3	636240
2223	-531316800	31.4	636240
2223	-528638400	30.8	636240
2223	-526046400	28.4	636240
2223	-523368000	28.6	636240
2223	-520776000	27.9	636240
2223	-518097600	27.7	636240
2223	-515419200	28.6	636240
2223	-512827200	28.6	636240
2223	-510148800	28.5	636240
2223	-507556800	29.3	636240
2223	-504878400	28.3	636240
2223	-502200000	30.3	636240
2223	-499780800	30.4	636240
2223	-497102400	28.6	636240
2223	-494510400	29.4	636240
2223	-491832000	28.6	636240
2223	-489240000	27.7	636240
2223	-486561600	27.8	636240
2223	-483883200	28.5	636240
2223	-481291200	28.3	636240
2223	-478612800	28.7	636240
2223	-476020800	27.5	636240
2223	-473342400	29.3	636240
2223	-470664000	28.2	636240
2223	-468244800	30.8	636240
2223	-465566400	29.7	636240
2223	-462974400	28.6	636240
2223	-460296000	27.8	636240
2223	-457704000	27.3	636240
2223	-455025600	27.8	636240
2223	-452347200	28.8	636240
2223	-449755200	28.8	636240
2223	-447076800	28.9	636240
2223	-444484800	29.3	636240
2223	-441806400	28.9	636240
2223	-439128000	30.1	636240
2223	-436622400	31.6	636240
2223	-433944000	29.9	636240
2223	-431352000	29.6	636240
2223	-428673600	28.4	636240
2223	-426081600	27.4	636240
2223	-423403200	27.9	636240
2223	-420724800	28.8	636240
2223	-418132800	29.4	636240
2223	-415454400	27.4	636240
2223	-412862400	28.3	636240
2223	-410184000	29.1	636240
2223	-407505600	28.8	636240
