group	x	y	clickSelects
2693	-2340446400	-18.4	713650
2693	-2337854400	-28.5	713650
2945	-599572800	-31.1	719461
2945	-596894400	-25.3	719461
2945	-594475200	-20.6	719461
2945	-591796800	-5.6	719461
2945	-589204800	7.2	719461
2945	-586526400	12.4	719461
2945	-583934400	17.7	719461
2945	-581256000	15.6	719461
2945	-578577600	8.5	719461
2945	-575985600	-5.2	719461
2945	-573307200	-14.4	719461
2945	-570715200	-27.6	719461
2945	-568036800	-32.7	719461
2945	-565358400	-24.5	719461
2945	-562852800	-15.9	719461
2945	-560174400	-3.5	719461
2945	-557582400	7.3	719461
2945	-554904000	13.9	719461
2945	-552312000	15.7	719461
2945	-549633600	12.4	719461
2945	-546955200	4.9	719461
2945	-544363200	1.2	719461
2945	-541684800	-10	719461
2945	-539092800	-21.1	719461
2945	-536414400	-31.7	719461
2945	-533736000	-19.5	719461
2945	-531316800	-14.7	719461
2945	-528638400	-1	719461
2945	-526046400	7.7	719461
2945	-523368000	14.2	719461
2945	-520776000	16.1	719461
2945	-518097600	14.9	719461
2945	-515419200	7.7	719461
2945	-512827200	-1.5	719461
2945	-510148800	-14.5	719461
2945	-507556800	-26.6	719461
2945	-504878400	-32.3	719461
2945	-502200000	-24	719461
2945	-499780800	-11.5	719461
2945	-497102400	-10.8	719461
2945	-494510400	8	719461
2945	-491832000	14.2	719461
2945	-489240000	17.3	719461
2945	-486561600	18.5	719461
2945	-483883200	7.1	719461
2945	-481291200	-1.3	719461
2945	-478612800	-10.7	719461
2945	-476020800	-26.8	719461
2945	-473342400	-26.8	719461
2945	-470664000	-28.7	719461
2945	-468244800	-21.5	719461
2945	-465566400	-3.6	719461
2945	-462974400	7.8	719461
2945	-460296000	15	719461
2945	-457704000	17.2	719461
2945	-455025600	13.4	719461
2945	-452347200	6.7	719461
2945	-449755200	-2.4	719461
2945	-447076800	-24	719461
2945	-444484800	-28.8	719461
2945	-441806400	-30.8	719461
2945	-439128000	-26.4	719461
2945	-436622400	-15.1	719461
2945	-433944000	-4	719461
2945	-431352000	7.4	719461
2945	-428673600	12.9	719461
2945	-426081600	17.2	719461
2945	-423403200	13.6	719461
2945	-420724800	5.1	719461
2945	-418132800	-9.1	719461
2945	-415454400	-15.8	719461
2945	-412862400	-28.8	719461
2945	-410184000	-23	719461
2945	-407505600	-26.6	719461
2945	-405086400	-12.1	719461
2945	-402408000	-3.3	719461
2945	-399816000	5.1	719461
2945	-397137600	11.6	719461
2945	-394545600	14.8	719461
2945	-391867200	15.6	719461
2945	-389188800	8.2	719461
2945	-386596800	-3.5	719461
2945	-383918400	-17.1	719461
2945	-381326400	-29.4	719461
2945	-378648000	-22	719461
2945	-375969600	-28.3	719461
2945	-373550400	-13.7	719461
2945	-370872000	-3.5	719461
2945	-368280000	8.2	719461
2945	-365601600	13.6	719461
2945	-363009600	17.5	719461
2945	-360331200	14.5	719461
2945	-357652800	7.6	719461
2945	-355060800	-4.8	719461
2945	-352382400	-18	719461
2945	-349790400	-24.8	719461
2945	-347112000	-32.3	719461
2945	-344433600	-21.5	719461
2945	-342014400	-18.9	719461
2945	-339336000	-4	719461
2945	-336744000	5.9	719461
2945	-334065600	11.5	719461
2945	-331473600	15.8	719461
2945	-328795200	9.9	719461
2945	-326116800	5.2	719461
2945	-323524800	-6.3	719461
2945	-320846400	-18.4	719461
2945	-318254400	-22.7	719461
2945	-315576000	-28.9	719461
2945	-312897600	-21.5	719461
2945	-310392000	-19.6	719461
2945	-307713600	-3.1	719461
2945	-305121600	6.4	719461
2945	-302443200	15.3	719461
2945	-299851200	14.9	719461
2945	-297172800	12.7	719461
2945	-294494400	6.9	719461
2945	-291902400	-3.7	719461
2945	-289224000	-19.4	719461
2945	-286632000	-20.8	719461
2945	-283953600	-25.5	719461
2945	-281275200	-27.4	719461
2945	-278856000	-18.6	719461
7624	-2298456000	-21.4	713650
7624	-2295777600	-4.9	713650
7624	-2293185600	5	713650
7624	-2290507200	14.2	713650
7624	-2287915200	15.9	713650
7624	-2285236800	14.4	713650
7624	-2282558400	4.6	713650
7624	-2279966400	-6.9	713650
7624	-2277288000	-18	713650
7624	-2274696000	-23.8	713650
7624	-2272017600	-23.4	713650
7624	-2269339200	-30	713650
7624	-2266920000	-15.4	713650
7624	-2264241600	1.8	713650
7624	-2261649600	9.1	713650
7624	-2258971200	12.1	713650
7624	-2256379200	14.4	713650
7624	-2253700800	13.9	713650
7624	-2251022400	7.9	713650
7624	-2248430400	-5.8	713650
7624	-2245752000	-23.7	713650
7624	-2243160000	-21.6	713650
7624	-2240481600	-28	713650
7624	-2237803200	-31.8	713650
7624	-2235384000	-22.1	713650
7624	-2232705600	-4.9	713650
7624	-2230113600	2.2	713650
7624	-2227435200	12.5	713650
7624	-2224843200	15.6	713650
7624	-2222164800	12	713650
7624	-2219486400	6.4	713650
7624	-2216894400	-6.3	713650
7624	-2214216000	-12.7	713650
7624	-2211624000	-26.1	713650
7624	-2208945600	-31.6	713650
7624	-2206267200	-29.7	713650
7624	-2203848000	-19.1	713650
7624	-2201169600	-1.4	713650
7624	-2198577600	6.7	713650
7624	-2195899200	14.1	713650
7624	-2193307200	14.3	713650
7624	-2190628800	12.6	713650
7624	-2187950400	7.7	713650
7624	-2185358400	-4.4	713650
7624	-2182680000	-18.7	713650
7624	-2180088000	-25.4	713650
7624	-2177409600	-28.9	713650
7624	-2174731200	-24.1	713650
7853	-270907200	16	719461
7853	-268315200	17.1	719461
11479	-2156414400	6.2	713650
11479	-2153822400	0.2	713650
11479	-2151144000	-21.5	713650
11479	-2148552000	-23	713650
11479	-2145873600	-28.4	713650
11479	-2143195200	-18.8	713650
11479	-2140776000	-22.5	713650
11479	-2138097600	-6.1	713650
11479	-2135505600	5.5	713650
11479	-2132827200	10.8	713650
11479	-2130235200	14.8	713650
11479	-2127556800	13.1	713650
11479	-2124878400	5.7	713650
11479	-2122286400	-0.1	713650
11479	-2119608000	-20.3	713650
11479	-2117016000	-28.8	713650
11700	-262958400	6.3	719461
11700	-260366400	-6.3	719461
11700	-257688000	-20.2	719461
11700	-255096000	-34.4	719461
11700	-252417600	-23.8	719461
11700	-249739200	-22.5	719461
11700	-247320000	-17.6	719461
11700	-244641600	-3.4	719461
11700	-242049600	6	719461
11700	-239371200	14.8	719461
11700	-236779200	15.7	719461
11700	-234100800	14.5	719461
11700	-231422400	7.3	719461
11700	-228830400	0.7	719461
11700	-226152000	-16.6	719461
11700	-223560000	-21.6	719461
11700	-220881600	-29.8	719461
11700	-218203200	-22.4	719461
11700	-215784000	-18.5	719461
11700	-213105600	-1.2	719461
11700	-210513600	8.2	719461
11700	-207835200	13.4	719461
11700	-205243200	16.5	719461
11700	-202564800	15	719461
11700	-199886400	5.8	719461
11700	-197294400	-2	719461
11700	-194616000	-20.9	719461
11700	-192024000	-22.3	719461
11700	-189345600	-29.2	719461
11700	-186667200	-20.8	719461
11700	-184161600	-23.1	719461
11700	-181483200	-7.7	719461
11700	-178891200	5.5	719461
11700	-176212800	14.5	719461
11700	-173620800	16.6	719461
11700	-170942400	14.2	719461
11700	-168264000	5.8	719461
11700	-165672000	-0.9	719461
11700	-162993600	-17.7	719461
11700	-160401600	-28.5	719461
11700	-157723200	-28.8	719461
11700	-155044800	-32.5	719461
11700	-152625600	-11.1	719461
