group	x	y	clickSelects
1306	-2997864000	19.2	426710
1306	-2995185600	20.4	426710
1306	-2992766400	27.4	426710
1306	-2990088000	31.3	426710
1306	-2987496000	32.7	426710
1306	-2984817600	31.6	426710
1306	-2982225600	25.7	426710
1306	-2979547200	24.7	426710
1306	-2976868800	25.4	426710
1306	-2974276800	23.5	426710
1306	-2971598400	22.6	426710
1306	-2969006400	20.5	426710
1306	-2966328000	22.7	426710
1306	-2963649600	22.9	426710
1306	-2961144000	25	426710
1306	-2958465600	30.5	426710
1306	-2955873600	32.1	426710
1306	-2953195200	31.3	426710
1306	-2950603200	25.7	426710
1306	-2947924800	25.3	426710
1306	-2945246400	24.9	426710
1306	-2942654400	23.7	426710
1306	-2939976000	21.6	426710
1306	-2937384000	17.7	426710
1306	-2934705600	16.4	426710
1306	-2932027200	17.9	426710
1306	-2929608000	24.4	426710
1306	-2926929600	27.7	426710
1306	-2924337600	31.3	426710
1306	-2921659200	31.8	426710
1306	-2919067200	28	426710
1306	-2916388800	27.7	426710
1306	-2913710400	28.4	426710
1306	-2911118400	25.8	426710
1306	-2908440000	23.8	426710
1306	-2905848000	19.3	426710
1306	-2903169600	16.5	426710
1306	-2900491200	21.8	426710
1306	-2898072000	26.3	426710
1306	-2895393600	30.7	426710
1306	-2892801600	31.3	426710
1306	-2890123200	33.3	426710
1306	-2887531200	27.7	426710
1306	-2884852800	26.7	426710
1306	-2882174400	27.1	426710
1306	-2879582400	26.4	426710
1306	-2876904000	22.2	426710
1306	-2874312000	16.7	426710
1306	-2871633600	18.1	426710
1306	-2868955200	19.7	426710
1306	-2866536000	27.7	426710
1306	-2863857600	31.2	426710
1306	-2861265600	32.2	426710
1306	-2858587200	30.8	426710
1306	-2855995200	26.4	426710
1306	-2853316800	25.6	426710
1306	-2850638400	25.6	426710
1306	-2848046400	23.7	426710
1306	-2845368000	18.6	426710
1306	-2842776000	16.4	426710
1306	-2840097600	17.8	426710
1306	-2837419200	19.1	426710
1306	-2834913600	27.9	426710
1306	-2832235200	31.9	426710
1306	-2829643200	33.1	426710
1306	-2826964800	32.3	426710
1306	-2824372800	25.7	426710
1306	-2821694400	25.7	426710
1306	-2819016000	25.4	426710
1306	-2816424000	24.8	426710
1306	-2813745600	19.6	426710
1306	-2811153600	17.1	426710
1306	-2808475200	17.1	426710
1306	-2805796800	21.9	426710
1306	-2803377600	23.6	426710
1306	-2800699200	29.2	426710
1306	-2798107200	33.6	426710
1306	-2795428800	29.5	426710
1306	-2792836800	25.7	426710
1306	-2790158400	25.6	426710
1306	-2787480000	26.2	426710
1306	-2784888000	24.7	426710
1306	-2782209600	19.4	426710
1306	-2779617600	18.3	426710
1306	-2776939200	19.1	426710
1306	-2774260800	19.5	426710
1306	-2771841600	26.7	426710
1306	-2769163200	30.1	426710
1306	-2766571200	33.4	426710
1306	-2763892800	30	426710
1306	-2761300800	25.9	426710
1306	-2758622400	26.5	426710
1306	-2755944000	26.1	426710
1306	-2753352000	24.4	426710
1306	-2750673600	19.5	426710
1306	-2748081600	19.6	426710
1306	-2745403200	18.3	426710
1306	-2742724800	19.3	426710
1306	-2740305600	24.9	426710
1306	-2737627200	31.5	426710
1306	-2735035200	33.2	426710
1306	-2732356800	30.6	426710
1306	-2729764800	26.2	426710
1306	-2727086400	26.9	426710
1306	-2724408000	26	426710
1306	-2721816000	24.2	426710
1306	-2719137600	20.3	426710
1306	-2716545600	15.9	426710
1306	-2713867200	17.6	426710
1306	-2711188800	18.8	426710
1306	-2708683200	25.2	426710
1306	-2706004800	29.8	426710
1306	-2703412800	33.1	426710
1306	-2700734400	31.7	426710
1306	-2698142400	25.9	426710
1306	-2695464000	25.2	426710
1306	-2692785600	25.2	426710
1306	-2690193600	22.8	426710
1306	-2687515200	19.2	426710
1306	-2684923200	16.5	426710
1306	-2682244800	18.2	426710
1306	-2679566400	17.6	426710
1306	-2677147200	25.4	426710
1306	-2674468800	29.3	426710
1306	-2671876800	31.1	426710
1306	-2669198400	29.4	426710
1306	-2666606400	26.3	426710
1306	-2663928000	24.9	426710
1306	-2661249600	25.8	426710
1306	-2658657600	25.4	426710
1306	-2655979200	21.3	426710
1306	-2653387200	16.7	426710
1306	-2650708800	17.6	426710
1306	-2648030400	18.4	426710
1306	-2645611200	25	426710
1306	-2642932800	29.7	426710
1306	-2640340800	33.4	426710
1306	-2637662400	30.4	426710
1306	-2635070400	26.2	426710
1306	-2632392000	25.6	426710
1306	-2629713600	26.3	426710
1306	-2627121600	24.8	426710
1306	-2624443200	21.2	426710
1306	-2621851200	18.1	426710
1306	-2619172800	17.9	426710
1306	-2616494400	19.2	426710
1306	-2614075200	25.2	426710
1306	-2611396800	30.5	426710
1306	-2608804800	34.1	426710
1306	-2606126400	30.6	426710
