group	x	y	clickSelects
4690	-281275200	24.2	833670
4690	-278856000	25	833670
4690	-276177600	24.4	833670
4691	-278856000	27.3	833740
4691	-276177600	27.1	833740
4691	-273585600	26	833740
4691	-270907200	24.1	833740
4691	-268315200	23.3	833740
4691	-265636800	24.7	833740
4691	-262958400	28.5	833740
4691	-260366400	27.8	833740
4691	-257688000	27.7	833740
4691	-255096000	25.3	833740
4691	-252417600	26.5	833740
4691	-249739200	26.7	833740
4691	-247320000	27	833740
4691	-244641600	27.5	833740
4691	-242049600	26.1	833740
4691	-239371200	24.5	833740
4691	-236779200	24.8	833740
4691	-234100800	27.5	833740
4691	-231422400	29	833740
4702	57844800	24	834700
4702	60436800	23.8	834700
4702	63115200	23.6	834700
4702	65793600	23.8	834700
4702	68299200	24.9	834700
4702	70977600	22.7	834700
4702	73569600	23.1	834700
4702	76248000	22.4	834700
4702	78840000	21.6	834700
4702	81518400	23.3	834700
4702	84196800	23.8	834700
4702	86788800	24.8	834700
4702	89467200	24.6	834700
4702	92059200	25.1	834700
4702	94737600	25.8	834700
4702	97416000	25.6	834700
4702	99835200	25.3	834700
4702	102513600	25.3	834700
4702	105105600	22.3	834700
4702	107784000	22.5	834700
4702	110376000	21	834700
4702	113054400	24	834700
4702	115732800	25.1	834700
4702	118324800	24.7	834700
4702	121003200	24.5	834700
4702	123595200	24.3	834700
4702	126273600	24.2	834700
4702	128952000	24.9	834700
4702	131371200	23.6	834700
4702	134049600	23.3	834700
4702	136641600	21.8	834700
4714	49896000	22.8	835650
4714	52574400	23.9	835650
4714	55166400	24.7	835650
4714	57844800	24.4	835650
4714	60436800	24.9	835650
4714	63115200	24.8	835650
4714	65793600	25.2	835650
4714	68299200	26.1	835650
4714	70977600	22.8	835650
4714	73569600	22.5	835650
4714	76248000	21.3	835650
4714	78840000	20.2	835650
4714	81518400	22	835650
4714	84196800	24.1	835650
4714	86788800	25.3	835650
4714	89467200	25.5	835650
4714	92059200	25.9	835650
4714	94737600	27.4	835650
4714	97416000	27.3	835650
4714	99835200	26.2	835650
4714	102513600	25.7	835650
4714	105105600	21.9	835650
4714	107784000	21.6	835650
4714	110376000	20	835650
4714	113054400	22.2	835650
4714	115732800	24.1	835650
4714	118324800	24.9	835650
4714	121003200	25.1	835650
4714	123595200	25.3	835650
9034	-226152000	27.4	833740
9034	-223560000	24.5	833740
9034	-220881600	26.8	833740
9034	-218203200	26.9	833740
9034	-215784000	28.3	833740
9034	-213105600	27.3	833740
9034	-210513600	24.9	833740
9034	-207835200	23.2	833740
9034	-205243200	23.7	833740
9034	-202564800	25.7	833740
9034	-199886400	29.3	833740
9044	170856000	21.5	834700
9044	173448000	19.6	834700
9044	176126400	23.6	834700
9044	178804800	23.8	834700
9044	181396800	22.5	834700
9044	184075200	22.8	834700
9044	186667200	24	834700
9044	189345600	24.6	834700
9044	192024000	23.5	834700
9044	194529600	23.8	834700
9044	197208000	23.5	834700
9044	199800000	21.7	834700
9044	202478400	20.7	834700
9044	205070400	20.6	834700
9044	207748800	21.7	834700
9044	210427200	21.8	834700
9044	213019200	22.6	834700
9044	215697600	21.7	834700
9044	218289600	22.4	834700
9044	220968000	22.4	834700
9044	223646400	22.8	834700
9044	226065600	23.6	834700
9044	228744000	21.8	834700
9044	231336000	20.6	834700
9044	234014400	21.3	834700
9044	236606400	22.7	834700
9044	239284800	23.9	834700
9044	241963200	23.5	834700
9044	244555200	25.4	834700
9044	247233600	24.8	834700
9054	157809600	26.6	835650
9054	160488000	27.5	835650
9054	162907200	26.8	835650
9054	165585600	24.3	835650
9054	168177600	21.7	835650
9054	170856000	21.5	835650
9054	173448000	20	835650
9054	176126400	25.3	835650
9054	178804800	27.1	835650
12646	-194616000	28.7	833740
12646	-192024000	27.6	833740
12646	-189345600	25.7	833740
12646	-186667200	26.5	833740
12646	-184161600	26.8	833740
12646	-181483200	26.9	833740
12646	-178891200	25	833740
12646	-176212800	22.4	833740
12655	252504000	24.8	834700
12655	255182400	25.3	834700
12655	257601600	24.4	834700
12655	260280000	23.6	834700
15768	-170942400	27	833740
15768	-168264000	28.5	833740
15768	-165672000	25.5	833740
15768	-162993600	25.7	833740
15768	-160401600	24.6	833740
15768	-157723200	25.5	833740
15768	-155044800	26.1	833740
15768	-152625600	25.9	833740
15768	-149947200	25.9	833740
15768	-147355200	26.2	833740
15768	-144676800	24.7	833740
15776	273499200	23.4	834700
15776	276091200	25.3	834700
15776	278769600	24.4	834700
15787	189345600	26.5	835650
15787	192024000	25	835650
15787	194529600	24.6	835650
15787	197208000	24.1	835650
15787	199800000	22	835650
15787	202478400	20.3	835650
15787	205070400	20.9	835650
15787	207748800	23.1	835650
15787	210427200	22.4	835650
15787	213019200	24.5	835650
15787	215697600	25	835650
15787	218289600	25.2	835650
15787	220968000	25.3	835650
15787	223646400	26.5	835650
15787	226065600	27.2	835650
15787	228744000	24.3	835650
15787	231336000	22	835650
15787	234014400	21.9	835650
15787	236606400	23.5	835650
15787	239284800	23.9	835650
15787	241963200	24.8	835650
15787	244555200	27	835650
15787	247233600	25.8	835650
15787	249825600	25.5	835650
15787	252504000	26.6	835650
15787	255182400	27.4	835650
15787	257601600	25.9	835650
15787	260280000	24.3	835650
15787	262872000	21.3	835650
15787	265550400	20.6	835650
15787	268142400	21.9	835650
15787	270820800	21.4	835650
15787	273499200	23.9	835650
15787	276091200	26.8	835650
15787	278769600	25.7	835650
15787	281361600	25.4	835650
18518	-249739200	24.7	833670
18518	-247320000	24.7	833670
18518	-244641600	23.9	833670
18519	-139406400	25.3	833740
18519	-136728000	28.6	833740
18519	-134136000	26.5	833740
18519	-131457600	26	833740
18519	-128865600	26.4	833740
18519	-126187200	26	833740
18519	-123508800	25.1	833740
18519	-121089600	26.6	833740
18519	-118411200	26.6	833740
18519	-115819200	25.2	833740
18519	-113140800	22.8	833740
18539	299678400	20.2	835650
18539	302356800	23.9	835650
18539	305035200	23.3	835650
18539	307627200	26.6	835650
18539	310305600	25.2	835650
18539	312897600	26	835650
18539	315576000	25.6	835650
18539	318254400	25.8	835650
18539	320760000	26.6	835650
18539	323438400	24.6	835650
18539	326030400	22.5	835650
18539	328708800	20.3	835650
18539	331300800	22.1	835650
18539	333979200	24.3	835650
18539	336657600	22.7	835650
18539	339249600	26.7	835650
18539	341928000	26.1	835650
18539	344520000	26.2	835650
18539	347198400	26.1	835650
18539	349876800	26.8	835650
18539	352296000	26.7	835650
18539	354974400	24	835650
18539	357566400	22.9	835650
18539	360244800	19.7	835650
18539	362836800	18.3	835650
18539	365515200	23.1	835650
18539	368193600	25.4	835650
18539	370785600	25.2	835650
18539	373464000	26.1	835650
18539	376056000	25.9	835650
18539	378734400	25.4	835650
18539	381412800	26.1	835650
18539	383832000	25.5	835650
18539	386510400	23.6	835650
18539	389102400	21.4	835650
18539	391780800	22.1	835650
18539	394372800	21.5	835650
18539	397051200	23.3	835650
18539	399729600	24.8	835650
18539	402321600	25.8	835650
18539	4.05e+08	26.4	835650
18539	407592000	24.8	835650
18539	410270400	26	835650
18539	412948800	26.5	835650
18539	415368000	25.4	835650
18539	418046400	25.2	835650
20963	-107870400	25.8	833740
20963	-105192000	26.8	833740
20963	-102600000	26.7	833740
20963	-99921600	25.8	833740
20963	-97329600	25.3	833740
20963	-94651200	24.6	833740
20963	-91972800	24.8	833740
20963	-89553600	25.3	833740
20963	-86875200	25.7	833740
20963	-84283200	24	833740
20963	-81604800	23.7	833740
20972	315576000	24.1	834700
20972	318254400	24	834700
20972	320760000	24.9	834700
20972	323438400	23.6	834700
20972	326030400	22.4	834700
20972	328708800	21	834700
20972	331300800	22.6	834700
20972	333979200	24.2	834700
20972	336657600	23.5	834700
20972	339249600	25.8	834700
20972	341928000	24.6	834700
20972	344520000	24.3	834700
20972	347198400	24.3	834700
20972	349876800	25	834700
20972	352296000	24.7	834700
20972	354974400	23.7	834700
20972	357566400	22.3	834700
20972	360244800	20.4	834700
20972	362836800	19.5	834700
20972	365515200	23.3	834700
20972	368193600	25	834700
20972	370785600	24.6	834700
20972	373464000	24.6	834700
20972	376056000	24.4	834700
20983	423316800	20.9	835650
20983	425908800	22.1	835650
20983	428587200	21.6	835650
20983	431265600	23.2	835650
20983	433857600	24.6	835650
20983	436536000	24.8	835650
20983	439128000	24.9	835650
23214	-226152000	24.8	833670
23214	-223560000	24.1	833670
23214	-220881600	24	833670
23214	-218203200	24.4	833670
23214	-215784000	24.7	833670
23214	-213105600	24.2	833670
23214	-210513600	20.5	833670
23214	-207835200	18.7	833670
23214	-205243200	18.7	833670
23214	-202564800	21.4	833670
23214	-199886400	25.7	833670
